interaction_id,customer_id,date,channel,topic,priority,sentiment,resolution_time_hours,resolved,escalated,csat_score,description,staff_role,affected_users,patient_impact
TICKET-6057,HC-1264,2024-07-15,chat,patient_scheduling,high,satisfied,23,False,True,,Recurring appointment feature not working properly. Patients with standing weekly appointments getting canceled.,Medical Assistant,1,
TICKET-6058,HC-1264,2024-02-22,chat,insurance_verification,low,positive,87,True,False,3.0,Issue with insurance verification,IT Admin,1,None
TICKET-6059,HC-1264,2024-08-24,email,billing_workflow,low,neutral,54,True,False,2.0,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable.,Practice Manager,1,Medium
TICKET-6060,HC-1264,2024-02-22,phone,clinical_documentation,medium,neutral,40,True,False,,Issue with clinical documentation,Billing Specialist,1,None
TICKET-6061,HC-1264,2025-03-04,chat,billing_workflow,medium,positive,52,True,False,1.0,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable.,Medical Assistant,1,
TICKET-6062,HC-1264,2024-02-23,chat,appointment_reminders,medium,positive,9,True,False,,Issue with appointment reminders,Front Desk,1,
TICKET-6063,HC-1264,2025-09-13,phone,hipaa_compliance,high,positive,86,True,False,,Questions about data encryption standards. Internal audit flagged concerns about patient data security.,Front Desk,1,
TICKET-6064,HC-1265,2024-11-07,chat,hipaa_compliance,high,neutral,53,False,False,2.0,Need audit logs for past 6 months for compliance review. Upcoming HIPAA audit in 2 weeks.,IT Admin,7,None
TICKET-6065,HC-1265,2024-05-13,chat,telehealth_setup,low,neutral,80,True,False,3.0,Issue with telehealth setup,Billing Specialist,5,High
TICKET-6066,HC-1265,2025-08-26,phone,reporting_analytics,medium,satisfied,3,True,False,,Issue with reporting analytics,Billing Specialist,2,
TICKET-6067,HC-1265,2025-01-28,email,hipaa_compliance,high,positive,53,True,False,,Need audit logs for past 6 months for compliance review. Upcoming HIPAA audit in 2 weeks.,IT Admin,3,Low
TICKET-6068,HC-1265,2024-02-12,chat,claims_management,low,satisfied,66,True,False,,Issue with claims management,Front Desk,7,High
TICKET-6069,HC-1265,2024-03-17,chat,reporting_analytics,low,positive,20,True,False,,Issue with reporting analytics,Front Desk,9,High
TICKET-6070,HC-1265,2024-07-25,phone,reporting_analytics,low,neutral,67,True,False,,Issue with reporting analytics,Medical Assistant,1,
TICKET-6071,HC-1266,2024-09-15,chat,reporting_analytics,low,positive,17,True,False,1.0,Issue with reporting analytics,Front Desk,6,High
TICKET-6072,HC-1266,2024-04-30,chat,insurance_verification,low,positive,13,True,False,4.0,Issue with insurance verification,Provider,3,None
TICKET-6073,HC-1266,2025-05-30,chat,ehr_integration,high,neutral,29,True,False,2.0,Epic integration stopped syncing patient appointments after last Allscripts update. Appointments from past 48 hours missing.,IT Admin,5,None
TICKET-6074,HC-1266,2024-10-23,chat,ehr_integration,high,satisfied,59,True,False,,Lab results integration failing for 3 of our 6 locations. Urgent - providers need results for patient care.,IT Admin,4,
TICKET-6075,HC-1266,2025-02-11,phone,patient_portal,medium,neutral,7,True,False,3.0,Appointment request form on portal not submitting. Patients calling saying online booking broken.,Provider,6,Medium
TICKET-6076,HC-1266,2024-06-18,chat,patient_portal,medium,positive,37,True,False,,Appointment request form on portal not submitting. Patients calling saying online booking broken.,Front Desk,6,
TICKET-6077,HC-1267,2024-10-05,email,billing_workflow,medium,positive,52,True,False,,Insurance claims rejecting at unusually high rate (35%) - normally 10%. Major revenue impact.,Provider,2,
TICKET-6078,HC-1267,2024-01-10,email,reporting_analytics,medium,positive,57,False,False,2.0,Issue with reporting analytics,IT Admin,8,High
TICKET-6079,HC-1267,2024-11-06,chat,billing_workflow,medium,positive,54,True,False,1.0,Explanation of Benefits (EOB) posting is 3 weeks behind. Billing team can't reconcile accounts receivable.,Provider,6,
TICKET-6080,HC-1267,2024-08-17,email,ehr_integration,high,positive,91,True,False,,Lab results integration failing for 3 of our 1 locations. Urgent - providers need results for patient care.,Practice Manager,4,None
TICKET-6081,HC-1268,2024-10-11,ticket,patient_scheduling,high,positive,15,True,False,2.0,Recurring appointment feature not working properly. Patients with standing weekly appointments getting canceled.,Practice Manager,9,Low
TICKET-6082,HC-1268,2024-09-11,ticket,billing_workflow,medium,positive,17,True,False,,CPT codes not mapping correctly to NextGen procedures. Causing claim denials.,IT Admin,8,
TICKET-6083,HC-1268,2025-09-11,chat,telehealth_setup,low,neutral,56,True,False,,Issue with telehealth setup,IT Admin,8,None
TICKET-6084,HC-1268,2024-09-27,phone,prescription_workflow,low,positive,27,True,False,4.0,Issue with prescription workflow,Provider,7,
TICKET-6085,HC-1269,2024-02-28,chat,appointment_reminders,medium,neutral,39,True,False,5.0,Issue with appointment reminders,Medical Assistant,1,Low
TICKET-6086,HC-1269,2024-10-13,chat,patient_scheduling,high,concerned,4,True,False,2.0,Recurring appointment feature not working properly. Patients with standing weekly appointments getting canceled.,Provider,4,Low
TICKET-6087,HC-1269,2025-08-20,email,hipaa_compliance,high,concerned,36,True,False,1.0,BAA (Business Associate Agreement) needs review before renewal. Legal team has questions.,Front Desk,5,Medium
TICKET-6088,HC-1269,2024-09-20,ticket,appointment_reminders,low,neutral,61,True,False,5.0,Issue with appointment reminders,Medical Assistant,7,
TICKET-6089,HC-1270,2024-07-27,phone,claims_management,low,concerned,25,True,False,,Issue with claims management,Medical Assistant,8,None
TICKET-6090,HC-1270,2025-03-20,phone,telehealth_setup,high,frustrated,60,True,False,2.0,Issue with telehealth setup This is causing significant disruption to patient care. Director of Operations escalating.,Practice Manager,7,
TICKET-6091,HC-1270,2025-04-15,email,patient_scheduling,high,concerned,41,True,False,,Double-booking occurring in Provider schedule - happened 5 times this week. Causing patient wait issues.,Front Desk,4,None
TICKET-6092,HC-1271,2024-07-03,email,appointment_reminders,low,neutral,39,True,False,,Issue with appointment reminders,Medical Assistant,5,None
TICKET-6093,HC-1271,2025-02-07,phone,appointment_reminders,low,neutral,5,True,False,,Issue with appointment reminders,Practice Manager,4,
TICKET-6094,HC-1271,2025-04-10,ticket,appointment_reminders,high,frustrated,79,True,False,,Issue with appointment reminders This is causing significant disruption to patient care. IT Director escalating.,Provider,8,
TICKET-6095,HC-1271,2024-01-13,chat,claims_management,low,neutral,40,True,False,,Issue with claims management,Practice Manager,6,
TICKET-6096,HC-1271,2024-01-14,email,appointment_reminders,low,concerned,95,True,False,,Issue with appointment reminders,Practice Manager,9,
TICKET-6097,HC-1272,2025-10-04,chat,claims_management,low,neutral,78,True,False,5.0,Issue with claims management,Practice Manager,9,High
TICKET-6098,HC-1272,2024-04-18,email,reporting_analytics,high,frustrated,56,False,False,3.0,Issue with reporting analytics This is causing significant disruption to patient care. Practice Manager escalating.,Practice Manager,2,
TICKET-6099,HC-1272,2025-05-06,phone,claims_management,medium,neutral,58,True,False,3.0,Issue with claims management,Billing Specialist,6,
TICKET-6100,HC-1272,2024-06-07,email,billing_workflow,low,neutral,28,False,False,1.0,Insurance claims rejecting at unusually high rate (35%) - normally 10%. Major revenue impact.,Billing Specialist,3,None
TICKET-6101,HC-1272,2024-05-06,phone,ehr_integration,high,concerned,44,True,False,,Epic integration stopped syncing patient appointments after last eClinicalWorks update. Appointments from past 48 hours missing.,Billing Specialist,8,
TICKET-6102,HC-1272,2025-03-01,ticket,patient_scheduling,high,neutral,43,True,True,3.0,Double-booking occurring in Provider schedule - happened 5 times this week. Causing patient wait issues.,Practice Manager,4,
TICKET-6103,HC-1272,2025-01-29,phone,patient_scheduling,high,concerned,4,True,False,2.0,Recurring appointment feature not working properly. Patients with standing weekly appointments getting canceled.,Medical Assistant,6,High
TICKET-6104,HC-1272,2025-01-28,email,appointment_reminders,medium,concerned,55,True,False,4.0,Issue with appointment reminders,Practice Manager,9,
TICKET-6105,HC-1272,2024-10-15,chat,telehealth_setup,low,neutral,81,True,False,1.0,Issue with telehealth setup,Practice Manager,1,
TICKET-6106,HC-1273,2024-03-27,phone,ehr_integration,high,neutral,41,True,False,,Lab results integration failing for 3 of our 15 locations. Urgent - providers need results for patient care.,Front Desk,4,Medium
TICKET-6107,HC-1273,2025-09-06,phone,patient_scheduling,high,positive,4,True,False,5.0,Need to block off provider time for hospital rounds but system won't allow multi-location blocking.,IT Admin,6,None
TICKET-6108,HC-1273,2025-10-01,chat,clinical_documentation,medium,neutral,30,True,False,4.0,Issue with clinical documentation,Billing Specialist,5,None
TICKET-6109,HC-1273,2025-01-12,chat,clinical_documentation,medium,positive,61,True,False,3.0,Issue with clinical documentation,Medical Assistant,4,None
TICKET-6110,HC-1273,2024-05-30,chat,telehealth_setup,medium,neutral,64,True,False,,Issue with telehealth setup,IT Admin,9,Low
TICKET-6111,HC-1274,2025-05-04,email,hipaa_compliance,high,concerned,28,True,True,2.0,Need audit logs for past 6 months for compliance review. Upcoming HIPAA audit in 2 weeks.,IT Admin,4,
TICKET-6112,HC-1274,2024-04-02,ticket,telehealth_setup,low,neutral,87,True,False,,Issue with telehealth setup,Front Desk,9,
TICKET-6113,HC-1274,2025-05-21,chat,insurance_verification,low,concerned,23,True,False,2.0,Issue with insurance verification,Front Desk,6,Low
TICKET-6114,HC-1274,2024-12-07,ticket,patient_scheduling,high,neutral,47,True,False,4.0,Need to block off provider time for hospital rounds but system won't allow multi-location blocking.,Front Desk,6,
TICKET-6115,HC-1275,2025-05-24,phone,reporting_analytics,medium,positive,95,True,False,3.0,Issue with reporting analytics,Medical Assistant,5,
TICKET-6116,HC-1275,2025-08-17,phone,prescription_workflow,low,positive,60,True,False,4.0,Issue with prescription workflow,IT Admin,4,Low
TICKET-6117,HC-1275,2024-08-12,email,prescription_workflow,low,positive,10,True,False,,Issue with prescription workflow,Practice Manager,2,
TICKET-6118,HC-1275,2024-01-18,phone,telehealth_setup,low,positive,79,True,False,5.0,Issue with telehealth setup,Practice Manager,3,
TICKET-6119,HC-1275,2024-12-23,chat,telehealth_setup,low,positive,53,True,False,,Issue with telehealth setup,Medical Assistant,4,High
TICKET-6120,HC-1275,2025-07-18,chat,insurance_verification,low,positive,40,True,False,,Issue with insurance verification,Medical Assistant,8,
TICKET-6121,HC-1276,2024-05-21,email,hipaa_compliance,high,neutral,70,True,False,1.0,BAA (Business Associate Agreement) needs review before renewal. Legal team has questions.,Front Desk,9,Low
TICKET-6122,HC-1276,2025-03-10,email,telehealth_setup,medium,neutral,66,True,False,1.0,Issue with telehealth setup,IT Admin,8,None
TICKET-6123,HC-1276,2025-05-03,email,claims_management,low,satisfied,42,True,False,,Issue with claims management,Billing Specialist,9,
TICKET-6124,HC-1276,2024-09-07,phone,hipaa_compliance,high,satisfied,35,True,False,1.0,Need audit logs for past 6 months for compliance review. Upcoming HIPAA audit in 2 weeks.,Front Desk,7,
TICKET-6125,HC-1276,2024-07-05,email,patient_portal,medium,positive,80,True,False,,Appointment request form on portal not submitting. Patients calling saying online booking broken.,Provider,1,None
TICKET-6126,HC-1276,2024-11-02,chat,patient_portal,medium,neutral,72,True,False,1.0,Portal messaging feature timing out for 24720 patient messages. Staff having to call patients back.,Front Desk,6,Medium
TICKET-6127,HC-1276,2024-01-14,phone,clinical_documentation,low,positive,82,True,False,,Issue with clinical documentation,IT Admin,8,
TICKET-6128,HC-1277,2024-06-26,email,reporting_analytics,high,urgent,87,False,True,,Issue with reporting analytics This is causing significant disruption to patient care. Director of Operations escalating.,Front Desk,2,Low
TICKET-6129,HC-1277,2025-04-10,phone,reporting_analytics,high,frustrated,89,True,False,2.0,Issue with reporting analytics This is causing significant disruption to patient care. Director of Operations escalating.,Provider,2,
TICKET-6130,HC-1277,2024-08-20,email,insurance_verification,high,urgent,57,False,False,,Issue with insurance verification This is causing significant disruption to patient care. Director of Operations escalating.,Practice Manager,9,High
TICKET-6131,HC-1277,2024-05-08,chat,prescription_workflow,high,frustrated,2,True,True,5.0,Issue with prescription workflow This is causing significant disruption to patient care. Director of Operations escalating.,Practice Manager,3,
TICKET-6132,HC-1277,2024-07-07,chat,prescription_workflow,medium,negative,50,True,False,2.0,Issue with prescription workflow Staff productivity severely impacted. Need resolution ASAP.,Front Desk,7,
TICKET-6133,HC-1278,2025-02-18,email,insurance_verification,low,positive,33,False,False,,Issue with insurance verification,Billing Specialist,1,Low
TICKET-6134,HC-1278,2024-07-18,phone,clinical_documentation,medium,neutral,35,True,False,,Issue with clinical documentation,Billing Specialist,8,None
TICKET-6135,HC-1278,2024-12-09,phone,ehr_integration,high,positive,10,True,False,,Epic integration stopped syncing patient appointments after last Epic update. Appointments from past 48 hours missing.,Provider,7,
TICKET-6136,HC-1278,2024-08-04,email,claims_management,low,neutral,25,True,False,3.0,Issue with claims management,Billing Specialist,1,
